nohup: ignoring input
Initializing GPU monitor... (Poll: 30s, Delay: 45s)
Webhook failed: HTTPSConnectionPool(host='discord.com', port=443): Max retries exceeded with url: /api/webhooks/1483784826329890857/MBGmS1LkU722ZT6bR9CfIRbxa2u6IQ-7vj8xdk6V_FfmHHhLEanN_cCZddSniktm438e (Caused by NameResolutionError("HTTPSConnection(host='discord.com', port=443): Failed to resolve 'discord.com' ([Errno -2] Name or service not known)"))
Webhook failed: HTTPSConnectionPool(host='discord.com', port=443): Max retries exceeded with url: /api/webhooks/1483784826329890857/MBGmS1LkU722ZT6bR9CfIRbxa2u6IQ-7vj8xdk6V_FfmHHhLEanN_cCZddSniktm438e (Caused by NameResolutionError("HTTPSConnection(host='discord.com', port=443): Failed to resolve 'discord.com' ([Errno -2] Name or service not known)"))
Webhook failed: HTTPSConnectionPool(host='discord.com', port=443): Max retries exceeded with url: /api/webhooks/1483784826329890857/MBGmS1LkU722ZT6bR9CfIRbxa2u6IQ-7vj8xdk6V_FfmHHhLEanN_cCZddSniktm438e (Caused by NameResolutionError("HTTPSConnection(host='discord.com', port=443): Failed to resolve 'discord.com' ([Errno -2] Name or service not known)"))
Webhook failed: HTTPSConnectionPool(host='discord.com', port=443): Max retries exceeded with url: /api/webhooks/1483784826329890857/MBGmS1LkU722ZT6bR9CfIRbxa2u6IQ-7vj8xdk6V_FfmHHhLEanN_cCZddSniktm438e (Caused by NameResolutionError("HTTPSConnection(host='discord.com', port=443): Failed to resolve 'discord.com' ([Errno -2] Name or service not known)"))
Webhook failed: HTTPSConnectionPool(host='discord.com', port=443): Max retries exceeded with url: /api/webhooks/1483784826329890857/MBGmS1LkU722ZT6bR9CfIRbxa2u6IQ-7vj8xdk6V_FfmHHhLEanN_cCZddSniktm438e (Caused by NameResolutionError("HTTPSConnection(host='discord.com', port=443): Failed to resolve 'discord.com' ([Errno -2] Name or service not known)"))
Webhook failed: HTTPSConnectionPool(host='discord.com', port=443): Max retries exceeded with url: /api/webhooks/1483784826329890857/MBGmS1LkU722ZT6bR9CfIRbxa2u6IQ-7vj8xdk6V_FfmHHhLEanN_cCZddSniktm438e (Caused by NameResolutionError("HTTPSConnection(host='discord.com', port=443): Failed to resolve 'discord.com' ([Errno -2] Name or service not known)"))
Webhook failed: HTTPSConnectionPool(host='discord.com', port=443): Max retries exceeded with url: /api/webhooks/1483784826329890857/MBGmS1LkU722ZT6bR9CfIRbxa2u6IQ-7vj8xdk6V_FfmHHhLEanN_cCZddSniktm438e (Caused by NameResolutionError("HTTPSConnection(host='discord.com', port=443): Failed to resolve 'discord.com' ([Errno -2] Name or service not known)"))
Webhook failed: HTTPSConnectionPool(host='discord.com', port=443): Max retries exceeded with url: /api/webhooks/1483784826329890857/MBGmS1LkU722ZT6bR9CfIRbxa2u6IQ-7vj8xdk6V_FfmHHhLEanN_cCZddSniktm438e (Caused by NameResolutionError("HTTPSConnection(host='discord.com', port=443): Failed to resolve 'discord.com' ([Errno -2] Name or service not known)"))
Webhook failed: HTTPSConnectionPool(host='discord.com', port=443): Max retries exceeded with url: /api/webhooks/1483784826329890857/MBGmS1LkU722ZT6bR9CfIRbxa2u6IQ-7vj8xdk6V_FfmHHhLEanN_cCZddSniktm438e (Caused by NameResolutionError("HTTPSConnection(host='discord.com', port=443): Failed to resolve 'discord.com' ([Errno -2] Name or service not known)"))
Webhook failed: HTTPSConnectionPool(host='discord.com', port=443): Max retries exceeded with url: /api/webhooks/1483784826329890857/MBGmS1LkU722ZT6bR9CfIRbxa2u6IQ-7vj8xdk6V_FfmHHhLEanN_cCZddSniktm438e (Caused by NameResolutionError("HTTPSConnection(host='discord.com', port=443): Failed to resolve 'discord.com' ([Errno -2] Name or service not known)"))
Webhook failed: HTTPSConnectionPool(host='discord.com', port=443): Max retries exceeded with url: /api/webhooks/1483784826329890857/MBGmS1LkU722ZT6bR9CfIRbxa2u6IQ-7vj8xdk6V_FfmHHhLEanN_cCZddSniktm438e (Caused by NameResolutionError("HTTPSConnection(host='discord.com', port=443): Failed to resolve 'discord.com' ([Errno -2] Name or service not known)"))
Webhook failed: HTTPSConnectionPool(host='discord.com', port=443): Max retries exceeded with url: /api/webhooks/1483784826329890857/MBGmS1LkU722ZT6bR9CfIRbxa2u6IQ-7vj8xdk6V_FfmHHhLEanN_cCZddSniktm438e (Caused by NameResolutionError("HTTPSConnection(host='discord.com', port=443): Failed to resolve 'discord.com' ([Errno -2] Name or service not known)"))
Webhook failed: HTTPSConnectionPool(host='discord.com', port=443): Max retries exceeded with url: /api/webhooks/1483784826329890857/MBGmS1LkU722ZT6bR9CfIRbxa2u6IQ-7vj8xdk6V_FfmHHhLEanN_cCZddSniktm438e (Caused by NameResolutionError("HTTPSConnection(host='discord.com', port=443): Failed to resolve 'discord.com' ([Errno -2] Name or service not known)"))
Webhook failed: HTTPSConnectionPool(host='discord.com', port=443): Max retries exceeded with url: /api/webhooks/1483784826329890857/MBGmS1LkU722ZT6bR9CfIRbxa2u6IQ-7vj8xdk6V_FfmHHhLEanN_cCZddSniktm438e (Caused by NameResolutionError("HTTPSConnection(host='discord.com', port=443): Failed to resolve 'discord.com' ([Errno -2] Name or service not known)"))
Webhook failed: HTTPSConnectionPool(host='discord.com', port=443): Max retries exceeded with url: /api/webhooks/1483784826329890857/MBGmS1LkU722ZT6bR9CfIRbxa2u6IQ-7vj8xdk6V_FfmHHhLEanN_cCZddSniktm438e (Caused by NameResolutionError("HTTPSConnection(host='discord.com', port=443): Failed to resolve 'discord.com' ([Errno -2] Name or service not known)"))
Webhook failed: HTTPSConnectionPool(host='discord.com', port=443): Max retries exceeded with url: /api/webhooks/1483784826329890857/MBGmS1LkU722ZT6bR9CfIRbxa2u6IQ-7vj8xdk6V_FfmHHhLEanN_cCZddSniktm438e (Caused by NameResolutionError("HTTPSConnection(host='discord.com', port=443): Failed to resolve 'discord.com' ([Errno -2] Name or service not known)"))
Webhook failed: HTTPSConnectionPool(host='discord.com', port=443): Max retries exceeded with url: /api/webhooks/1483784826329890857/MBGmS1LkU722ZT6bR9CfIRbxa2u6IQ-7vj8xdk6V_FfmHHhLEanN_cCZddSniktm438e (Caused by NameResolutionError("HTTPSConnection(host='discord.com', port=443): Failed to resolve 'discord.com' ([Errno -2] Name or service not known)"))
Webhook failed: HTTPSConnectionPool(host='discord.com', port=443): Max retries exceeded with url: /api/webhooks/1483784826329890857/MBGmS1LkU722ZT6bR9CfIRbxa2u6IQ-7vj8xdk6V_FfmHHhLEanN_cCZddSniktm438e (Caused by NameResolutionError("HTTPSConnection(host='discord.com', port=443): Failed to resolve 'discord.com' ([Errno -2] Name or service not known)"))
Webhook failed: HTTPSConnectionPool(host='discord.com', port=443): Max retries exceeded with url: /api/webhooks/1483784826329890857/MBGmS1LkU722ZT6bR9CfIRbxa2u6IQ-7vj8xdk6V_FfmHHhLEanN_cCZddSniktm438e (Caused by NameResolutionError("HTTPSConnection(host='discord.com', port=443): Failed to resolve 'discord.com' ([Errno -2] Name or service not known)"))
Webhook failed: HTTPSConnectionPool(host='discord.com', port=443): Max retries exceeded with url: /api/webhooks/1483784826329890857/MBGmS1LkU722ZT6bR9CfIRbxa2u6IQ-7vj8xdk6V_FfmHHhLEanN_cCZddSniktm438e (Caused by NameResolutionError("HTTPSConnection(host='discord.com', port=443): Failed to resolve 'discord.com' ([Errno -2] Name or service not known)"))
Webhook failed: HTTPSConnectionPool(host='discord.com', port=443): Max retries exceeded with url: /api/webhooks/1483784826329890857/MBGmS1LkU722ZT6bR9CfIRbxa2u6IQ-7vj8xdk6V_FfmHHhLEanN_cCZddSniktm438e (Caused by NameResolutionError("HTTPSConnection(host='discord.com', port=443): Failed to resolve 'discord.com' ([Errno -2] Name or service not known)"))
Webhook failed: HTTPSConnectionPool(host='discord.com', port=443): Max retries exceeded with url: /api/webhooks/1483784826329890857/MBGmS1LkU722ZT6bR9CfIRbxa2u6IQ-7vj8xdk6V_FfmHHhLEanN_cCZddSniktm438e (Caused by NameResolutionError("HTTPSConnection(host='discord.com', port=443): Failed to resolve 'discord.com' ([Errno -2] Name or service not known)"))
Webhook failed: HTTPSConnectionPool(host='discord.com', port=443): Max retries exceeded with url: /api/webhooks/1483784826329890857/MBGmS1LkU722ZT6bR9CfIRbxa2u6IQ-7vj8xdk6V_FfmHHhLEanN_cCZddSniktm438e (Caused by NameResolutionError("HTTPSConnection(host='discord.com', port=443): Failed to resolve 'discord.com' ([Errno -2] Name or service not known)"))
Webhook failed: HTTPSConnectionPool(host='discord.com', port=443): Max retries exceeded with url: /api/webhooks/1483784826329890857/MBGmS1LkU722ZT6bR9CfIRbxa2u6IQ-7vj8xdk6V_FfmHHhLEanN_cCZddSniktm438e (Caused by NameResolutionError("HTTPSConnection(host='discord.com', port=443): Failed to resolve 'discord.com' ([Errno -2] Name or service not known)"))
Webhook failed: HTTPSConnectionPool(host='discord.com', port=443): Max retries exceeded with url: /api/webhooks/1483784826329890857/MBGmS1LkU722ZT6bR9CfIRbxa2u6IQ-7vj8xdk6V_FfmHHhLEanN_cCZddSniktm438e (Caused by NameResolutionError("HTTPSConnection(host='discord.com', port=443): Failed to resolve 'discord.com' ([Errno -2] Name or service not known)"))
Webhook failed: HTTPSConnectionPool(host='discord.com', port=443): Max retries exceeded with url: /api/webhooks/1483784826329890857/MBGmS1LkU722ZT6bR9CfIRbxa2u6IQ-7vj8xdk6V_FfmHHhLEanN_cCZddSniktm438e (Caused by NameResolutionError("HTTPSConnection(host='discord.com', port=443): Failed to resolve 'discord.com' ([Errno -2] Name or service not known)"))
Webhook failed: HTTPSConnectionPool(host='discord.com', port=443): Max retries exceeded with url: /api/webhooks/1483784826329890857/MBGmS1LkU722ZT6bR9CfIRbxa2u6IQ-7vj8xdk6V_FfmHHhLEanN_cCZddSniktm438e (Caused by NameResolutionError("HTTPSConnection(host='discord.com', port=443): Failed to resolve 'discord.com' ([Errno -2] Name or service not known)"))
